task_id -- core -- memory -- virtual_memory -- disk -- time -- average_cores -- tag
10069 -- 2 -- 898 -- 0 -- 1227 -- 0.001 -- 0 -- 1
10432 -- 2 -- 906 -- 0 -- 1265 -- 0.001 -- 0 -- 1
10488 -- 2 -- 1308 -- 0 -- 1241 -- 0.003 -- 0 -- 1
10952 -- 2 -- 904 -- 0 -- 1265 -- 0.001 -- 0 -- 1
11138 -- 2 -- 1317 -- 0 -- 1272 -- 0.002 -- 0 -- 1
11306 -- 2 -- 897 -- 0 -- 1238 -- 0.001 -- 0 -- 1
11406 -- 2 -- 922 -- 0 -- 1224 -- 0.003 -- 0 -- 1
11447 -- 2 -- 915 -- 0 -- 1242 -- 0.001 -- 0 -- 1
11770 -- 2 -- 900 -- 0 -- 1249 -- 0.001 -- 0 -- 1
11864 -- 2 -- 1265 -- 0 -- 1220 -- 0.001 -- 0 -- 1
11937 -- 2 -- 857 -- 0 -- 1272 -- 0.001 -- 0 -- 1
12469 -- 2 -- 1289 -- 0 -- 1238 -- 0.002 -- 0 -- 1
12529 -- 2 -- 900 -- 0 -- 1248 -- 0.003 -- 0 -- 1
12685 -- 2 -- 896 -- 0 -- 1211 -- 0.002 -- 0 -- 1
12810 -- 2 -- 908 -- 0 -- 1234 -- 0.001 -- 0 -- 1
12892 -- 2 -- 921 -- 0 -- 1221 -- 0.001 -- 0 -- 1
13031 -- 2 -- 899 -- 0 -- 1235 -- 0.001 -- 0 -- 1
13066 -- 2 -- 865 -- 0 -- 1247 -- 0.001 -- 0 -- 1
13228 -- 2 -- 1307 -- 0 -- 1248 -- 0.001 -- 0 -- 1
13758 -- 2 -- 902 -- 0 -- 1235 -- 0.001 -- 0 -- 1
14123 -- 2 -- 1289 -- 0 -- 1229 -- 0.001 -- 0 -- 1
14135 -- 2 -- 894 -- 0 -- 1217 -- 0.002 -- 0 -- 1
14895 -- 2 -- 856 -- 0 -- 1255 -- 0.001 -- 0 -- 1
15114 -- 2 -- 1512 -- 0 -- 1254 -- 0.002 -- 0 -- 1
15139 -- 1 -- 1305 -- 0 -- 1231 -- 0.001 -- 0 -- 1
15203 -- 2 -- 431 -- 0 -- 87 -- 0.001 -- 0 -- 1
15410 -- 2 -- 853 -- 0 -- 1258 -- 0.001 -- 0 -- 1
15472 -- 2 -- 904 -- 0 -- 1227 -- 0.003 -- 0 -- 1
16059 -- 2 -- 449 -- 0 -- 87 -- 0.002 -- 0 -- 1
16108 -- 2 -- 916 -- 0 -- 1280 -- 0.001 -- 0 -- 1
16181 -- 2 -- 901 -- 0 -- 1229 -- 0.001 -- 0 -- 1
16612 -- 2 -- 909 -- 0 -- 1281 -- 0.001 -- 0 -- 1
17035 -- 2 -- 1158 -- 0 -- 1251 -- 0.003 -- 0 -- 1
17135 -- 2 -- 924 -- 0 -- 1241 -- 0.001 -- 0 -- 1
17783 -- 2 -- 856 -- 0 -- 1268 -- 0.003 -- 0 -- 1
17923 -- 2 -- 905 -- 0 -- 1233 -- 0.001 -- 0 -- 1
18134 -- 2 -- 1298 -- 0 -- 1267 -- 0.001 -- 0 -- 1
18207 -- 2 -- 901 -- 0 -- 1237 -- 0.001 -- 0 -- 1
18271 -- 2 -- 904 -- 0 -- 1265 -- 0.002 -- 0 -- 1
18323 -- 2 -- 904 -- 0 -- 1241 -- 0.001 -- 0 -- 1
18427 -- 2 -- 1317 -- 0 -- 1261 -- 0.001 -- 0 -- 1
18982 -- 2 -- 1298 -- 0 -- 1255 -- 0.001 -- 0 -- 1
19200 -- 2 -- 1300 -- 0 -- 1255 -- 0.002 -- 0 -- 1
19303 -- 2 -- 918 -- 0 -- 1203 -- 0.002 -- 0 -- 1
19450 -- 2 -- 912 -- 0 -- 1288 -- 0.001 -- 0 -- 1
19501 -- 2 -- 906 -- 0 -- 1254 -- 0.001 -- 0 -- 1
19528 -- 2 -- 906 -- 0 -- 1255 -- 0.001 -- 0 -- 1
19604 -- 2 -- 1310 -- 0 -- 1272 -- 0.002 -- 0 -- 1
19639 -- 2 -- 1311 -- 0 -- 1290 -- 0.003 -- 0 -- 1
19887 -- 2 -- 1299 -- 0 -- 1276 -- 0.001 -- 0 -- 1
19898 -- 2 -- 915 -- 0 -- 1203 -- 0.002 -- 0 -- 1
20091 -- 2 -- 902 -- 0 -- 1228 -- 0.001 -- 0 -- 1
20566 -- 2 -- 899 -- 0 -- 1264 -- 0.001 -- 0 -- 1
20726 -- 2 -- 906 -- 0 -- 1264 -- 0.001 -- 0 -- 1
21006 -- 2 -- 1306 -- 0 -- 1254 -- 0.002 -- 0 -- 1
21040 -- 2 -- 430 -- 0 -- 87 -- 0.001 -- 0 -- 1
21261 -- 2 -- 1288 -- 0 -- 1238 -- 0.001 -- 0 -- 1
21357 -- 2 -- 1301 -- 0 -- 1246 -- 0.001 -- 0 -- 1
21464 -- 2 -- 911 -- 0 -- 1299 -- 0.002 -- 0 -- 1
21555 -- 2 -- 917 -- 0 -- 1246 -- 0.001 -- 0 -- 1
21925 -- 2 -- 906 -- 0 -- 1235 -- 0.001 -- 0 -- 1
22311 -- 2 -- 1299 -- 0 -- 1270 -- 0.001 -- 0 -- 1
22528 -- 2 -- 905 -- 0 -- 1230 -- 0.001 -- 0 -- 1
22615 -- 2 -- 903 -- 0 -- 1237 -- 0.001 -- 0 -- 1
22625 -- 2 -- 902 -- 0 -- 1232 -- 0.001 -- 0 -- 1
22679 -- 2 -- 897 -- 0 -- 1240 -- 0.001 -- 0 -- 1
22963 -- 1 -- 902 -- 0 -- 1246 -- 0.001 -- 0 -- 1
23041 -- 2 -- 890 -- 0 -- 1260 -- 0.002 -- 0 -- 1
23071 -- 2 -- 920 -- 0 -- 1245 -- 0.001 -- 0 -- 1
23736 -- 2 -- 899 -- 0 -- 1212 -- 0.003 -- 0 -- 1
23953 -- 2 -- 918 -- 0 -- 1226 -- 0.001 -- 0 -- 1
24085 -- 2 -- 901 -- 0 -- 1231 -- 0.001 -- 0 -- 1
24250 -- 2 -- 911 -- 0 -- 1259 -- 0.001 -- 0 -- 1
24581 -- 2 -- 908 -- 0 -- 1266 -- 0.001 -- 0 -- 1
25727 -- 2 -- 899 -- 0 -- 1246 -- 0.002 -- 0 -- 1
26114 -- 2 -- 1256 -- 0 -- 1241 -- 0.001 -- 0 -- 1
26199 -- 1 -- 1309 -- 0 -- 1239 -- 0.001 -- 0 -- 1
27123 -- 2 -- 1287 -- 0 -- 1252 -- 0.002 -- 0 -- 1
27359 -- 2 -- 1297 -- 0 -- 1245 -- 0.002 -- 0 -- 1
27629 -- 2 -- 898 -- 0 -- 1222 -- 0.003 -- 0 -- 1
27770 -- 2 -- 903 -- 0 -- 1222 -- 0.003 -- 0 -- 1
28048 -- 2 -- 907 -- 0 -- 1229 -- 0.001 -- 0 -- 1
28395 -- 2 -- 908 -- 0 -- 1251 -- 0.002 -- 0 -- 1
28575 -- 2 -- 402 -- 0 -- 87 -- 0.002 -- 0 -- 1
29002 -- 2 -- 926 -- 0 -- 1229 -- 0.002 -- 0 -- 1
29296 -- 2 -- 1298 -- 0 -- 1244 -- 0.002 -- 0 -- 1
30297 -- 2 -- 945 -- 0 -- 1239 -- 0.002 -- 0 -- 1
30400 -- 3 -- 912 -- 0 -- 1260 -- 0.002 -- 0 -- 1
30590 -- 3 -- 933 -- 0 -- 1262 -- 0.002 -- 0 -- 1
30657 -- 2 -- 778 -- 0 -- 87 -- 0.001 -- 0 -- 1
30683 -- 2 -- 1260 -- 0 -- 1235 -- 0.001 -- 0 -- 1
30741 -- 2 -- 907 -- 0 -- 1242 -- 0.001 -- 0 -- 1
30931 -- 2 -- 423 -- 0 -- 87 -- 0.001 -- 0 -- 1
30936 -- 2 -- 915 -- 0 -- 1255 -- 0.003 -- 0 -- 1
31083 -- 2 -- 376 -- 0 -- 87 -- 0.002 -- 0 -- 1
31291 -- 2 -- 949 -- 0 -- 1253 -- 0.003 -- 0 -- 1
31540 -- 1 -- 900 -- 0 -- 1224 -- 0.001 -- 0 -- 1
32034 -- 2 -- 1295 -- 0 -- 1219 -- 0.003 -- 0 -- 1
32640 -- 2 -- 501 -- 0 -- 87 -- 0.001 -- 0 -- 1
32843 -- 2 -- 454 -- 0 -- 87 -- 0.001 -- 0 -- 1
33026 -- 2 -- 904 -- 0 -- 1221 -- 0.003 -- 0 -- 1
33131 -- 2 -- 1295 -- 0 -- 1273 -- 0.003 -- 0 -- 1
34606 -- 2 -- 1516 -- 0 -- 1229 -- 0.002 -- 0 -- 1
34773 -- 2 -- 1301 -- 0 -- 1252 -- 0.003 -- 0 -- 1
35381 -- 2 -- 1307 -- 0 -- 1236 -- 0.002 -- 0 -- 1
35835 -- 2 -- 911 -- 0 -- 1241 -- 0.002 -- 0 -- 1
36113 -- 2 -- 908 -- 0 -- 1236 -- 0.001 -- 0 -- 1
36525 -- 2 -- 907 -- 0 -- 1217 -- 0.001 -- 0 -- 1
36596 -- 2 -- 911 -- 0 -- 1253 -- 0.001 -- 0 -- 1
37447 -- 2 -- 1316 -- 0 -- 1221 -- 0.002 -- 0 -- 1
38290 -- 2 -- 912 -- 0 -- 1250 -- 0.002 -- 0 -- 1
38356 -- 2 -- 906 -- 0 -- 1231 -- 0.002 -- 0 -- 1
38525 -- 2 -- 905 -- 0 -- 1245 -- 0.003 -- 0 -- 1
38556 -- 2 -- 857 -- 0 -- 1245 -- 0.002 -- 0 -- 1
38825 -- 2 -- 1292 -- 0 -- 1268 -- 0.002 -- 0 -- 1
39357 -- 2 -- 917 -- 0 -- 1216 -- 0.002 -- 0 -- 1
39714 -- 3 -- 916 -- 0 -- 1253 -- 0.002 -- 0 -- 1
39720 -- 2 -- 895 -- 0 -- 1247 -- 0.001 -- 0 -- 1
39912 -- 2 -- 1315 -- 0 -- 1236 -- 0.001 -- 0 -- 1
40314 -- 2 -- 900 -- 0 -- 1247 -- 0.001 -- 0 -- 1
40320 -- 2 -- 925 -- 0 -- 1270 -- 0.001 -- 0 -- 1
40356 -- 2 -- 902 -- 0 -- 1263 -- 0.001 -- 0 -- 1
40482 -- 2 -- 861 -- 0 -- 1241 -- 0.001 -- 0 -- 1
40876 -- 2 -- 895 -- 0 -- 1218 -- 0.001 -- 0 -- 1
42017 -- 2 -- 905 -- 0 -- 1230 -- 0.001 -- 0 -- 1
42054 -- 2 -- 930 -- 0 -- 1246 -- 0.002 -- 0 -- 1
42354 -- 2 -- 909 -- 0 -- 1246 -- 0.002 -- 0 -- 1
43147 -- 2 -- 903 -- 0 -- 1228 -- 0.001 -- 0 -- 1
43285 -- 2 -- 918 -- 0 -- 1239 -- 0.003 -- 0 -- 1
44169 -- 2 -- 1304 -- 0 -- 1248 -- 0.002 -- 0 -- 1
44271 -- 2 -- 904 -- 0 -- 1274 -- 0.003 -- 0 -- 1
44298 -- 2 -- 861 -- 0 -- 1234 -- 0.001 -- 0 -- 1
44516 -- 2 -- 919 -- 0 -- 1236 -- 0.001 -- 0 -- 1
44635 -- 2 -- 1123 -- 0 -- 1276 -- 0.003 -- 0 -- 1
44831 -- 2 -- 1288 -- 0 -- 1242 -- 0.001 -- 0 -- 1
45048 -- 2 -- 904 -- 0 -- 1250 -- 0.001 -- 0 -- 1
45134 -- 2 -- 923 -- 0 -- 1238 -- 0.001 -- 0 -- 1
45339 -- 3 -- 947 -- 0 -- 1241 -- 0.002 -- 0 -- 1
45533 -- 2 -- 920 -- 0 -- 1240 -- 0.001 -- 0 -- 1
45821 -- 2 -- 1254 -- 0 -- 1250 -- 0.001 -- 0 -- 1
45924 -- 2 -- 924 -- 0 -- 1263 -- 0.002 -- 0 -- 1
46048 -- 2 -- 856 -- 0 -- 1227 -- 0.001 -- 0 -- 1
46086 -- 2 -- 851 -- 0 -- 1245 -- 0.001 -- 0 -- 1
46218 -- 2 -- 1305 -- 0 -- 1223 -- 0.002 -- 0 -- 1
46254 -- 2 -- 906 -- 0 -- 1219 -- 0.001 -- 0 -- 1
46318 -- 2 -- 1295 -- 0 -- 1270 -- 0.001 -- 0 -- 1
46665 -- 2 -- 903 -- 0 -- 1239 -- 0.001 -- 0 -- 1
46683 -- 2 -- 1281 -- 0 -- 1218 -- 0.001 -- 0 -- 1
46850 -- 2 -- 1298 -- 0 -- 1230 -- 0.002 -- 0 -- 1
46906 -- 2 -- 911 -- 0 -- 1249 -- 0.002 -- 0 -- 1
47023 -- 2 -- 1291 -- 0 -- 1219 -- 0.003 -- 0 -- 1
47033 -- 2 -- 901 -- 0 -- 1256 -- 0.001 -- 0 -- 1
47064 -- 2 -- 921 -- 0 -- 1230 -- 0.001 -- 0 -- 1
47260 -- 2 -- 901 -- 0 -- 1245 -- 0.001 -- 0 -- 1
47338 -- 2 -- 907 -- 0 -- 1250 -- 0.003 -- 0 -- 1
47398 -- 2 -- 933 -- 0 -- 1213 -- 0.003 -- 0 -- 1
47792 -- 2 -- 912 -- 0 -- 1227 -- 0.001 -- 0 -- 1
47906 -- 2 -- 897 -- 0 -- 1242 -- 0.001 -- 0 -- 1
48347 -- 2 -- 902 -- 0 -- 1207 -- 0.002 -- 0 -- 1
48575 -- 2 -- 898 -- 0 -- 1246 -- 0.003 -- 0 -- 1
49152 -- 2 -- 1260 -- 0 -- 1251 -- 0.001 -- 0 -- 1
49426 -- 2 -- 369 -- 0 -- 87 -- 0.001 -- 0 -- 1
49790 -- 1 -- 905 -- 0 -- 1229 -- 0.001 -- 0 -- 1
49941 -- 2 -- 907 -- 0 -- 1214 -- 0.002 -- 0 -- 1
50396 -- 1 -- 918 -- 0 -- 1227 -- 0.001 -- 0 -- 1
50695 -- 2 -- 910 -- 0 -- 1234 -- 0.001 -- 0 -- 1
50705 -- 2 -- 899 -- 0 -- 1243 -- 0.002 -- 0 -- 1
51044 -- 2 -- 457 -- 0 -- 87 -- 0.001 -- 0 -- 1
51149 -- 2 -- 934 -- 0 -- 1241 -- 0.001 -- 0 -- 1
51519 -- 2 -- 343 -- 0 -- 87 -- 0.002 -- 0 -- 1
52355 -- 2 -- 741 -- 0 -- 87 -- 0.002 -- 0 -- 1
52565 -- 2 -- 1299 -- 0 -- 1236 -- 0.003 -- 0 -- 1
52575 -- 2 -- 699 -- 0 -- 87 -- 0.002 -- 0 -- 1
52749 -- 2 -- 785 -- 0 -- 87 -- 0.001 -- 0 -- 1
53215 -- 2 -- 914 -- 0 -- 1268 -- 0.001 -- 0 -- 1
53461 -- 2 -- 896 -- 0 -- 1222 -- 0.001 -- 0 -- 1
53624 -- 2 -- 905 -- 0 -- 1225 -- 0.002 -- 0 -- 1
53787 -- 3 -- 402 -- 0 -- 87 -- 0.001 -- 0 -- 1
53866 -- 2 -- 926 -- 0 -- 1240 -- 0.001 -- 0 -- 1
54021 -- 2 -- 695 -- 0 -- 87 -- 0.002 -- 0 -- 1
54093 -- 2 -- 1308 -- 0 -- 1244 -- 0.001 -- 0 -- 1
54333 -- 2 -- 455 -- 0 -- 87 -- 0.002 -- 0 -- 1
54480 -- 2 -- 906 -- 0 -- 1222 -- 0.002 -- 0 -- 1
54518 -- 2 -- 1327 -- 0 -- 1233 -- 0.002 -- 0 -- 1
54932 -- 2 -- 1319 -- 0 -- 1256 -- 0.001 -- 0 -- 1
55114 -- 2 -- 918 -- 0 -- 1231 -- 0.003 -- 0 -- 1
55120 -- 2 -- 402 -- 0 -- 87 -- 0.001 -- 0 -- 1
55219 -- 2 -- 914 -- 0 -- 1249 -- 0.002 -- 0 -- 1
56906 -- 2 -- 922 -- 0 -- 1242 -- 0.002 -- 0 -- 1
56923 -- 2 -- 902 -- 0 -- 1215 -- 0.003 -- 0 -- 1
57164 -- 2 -- 904 -- 0 -- 1253 -- 0.002 -- 0 -- 1
57408 -- 2 -- 873 -- 0 -- 1249 -- 0.001 -- 0 -- 1
57436 -- 2 -- 1300 -- 0 -- 1229 -- 0.002 -- 0 -- 1
57518 -- 2 -- 952 -- 0 -- 1225 -- 0.002 -- 0 -- 1
57653 -- 2 -- 1290 -- 0 -- 1259 -- 0.003 -- 0 -- 1
57804 -- 2 -- 669 -- 0 -- 87 -- 0.001 -- 0 -- 1
57969 -- 2 -- 917 -- 0 -- 1270 -- 0.002 -- 0 -- 1
57981 -- 3 -- 957 -- 0 -- 1240 -- 0.002 -- 0 -- 1
58499 -- 2 -- 1293 -- 0 -- 1253 -- 0.002 -- 0 -- 1
58532 -- 2 -- 912 -- 0 -- 1231 -- 0.001 -- 0 -- 1
58640 -- 2 -- 362 -- 0 -- 87 -- 0.001 -- 0 -- 1
59350 -- 2 -- 902 -- 0 -- 1262 -- 0.003 -- 0 -- 1
59755 -- 2 -- 910 -- 0 -- 1224 -- 0.001 -- 0 -- 1
59926 -- 2 -- 910 -- 0 -- 1257 -- 0.002 -- 0 -- 1
60104 -- 2 -- 1727 -- 0 -- 1234 -- 0.002 -- 0 -- 1
60122 -- 2 -- 401 -- 0 -- 87 -- 0.001 -- 0 -- 1
60454 -- 3 -- 932 -- 0 -- 1238 -- 0.001 -- 0 -- 1
60519 -- 2 -- 486 -- 0 -- 87 -- 0.001 -- 0 -- 1
60833 -- 2 -- 1303 -- 0 -- 1241 -- 0.003 -- 0 -- 1
60909 -- 2 -- 341 -- 0 -- 87 -- 0.001 -- 0 -- 1
61033 -- 2 -- 1078 -- 0 -- 1220 -- 0.002 -- 0 -- 1
61082 -- 2 -- 919 -- 0 -- 1233 -- 0.001 -- 0 -- 1
61477 -- 2 -- 386 -- 0 -- 87 -- 0.001 -- 0 -- 1
61655 -- 2 -- 1304 -- 0 -- 1230 -- 0.002 -- 0 -- 1
62890 -- 3 -- 1311 -- 0 -- 1245 -- 0.001 -- 0 -- 1
62943 -- 2 -- 1383 -- 0 -- 1253 -- 0.003 -- 0 -- 1
63217 -- 2 -- 1317 -- 0 -- 1242 -- 0.001 -- 0 -- 1
63415 -- 2 -- 918 -- 0 -- 1230 -- 0.001 -- 0 -- 1
63465 -- 2 -- 913 -- 0 -- 1264 -- 0.001 -- 0 -- 1
64085 -- 2 -- 901 -- 0 -- 1239 -- 0.002 -- 0 -- 1
64209 -- 2 -- 900 -- 0 -- 1253 -- 0.003 -- 0 -- 1
64378 -- 2 -- 1299 -- 0 -- 1207 -- 0.003 -- 0 -- 1
64412 -- 2 -- 917 -- 0 -- 1254 -- 0.002 -- 0 -- 1
64468 -- 2 -- 912 -- 0 -- 1237 -- 0.003 -- 0 -- 1
64756 -- 2 -- 1132 -- 0 -- 1275 -- 0.002 -- 0 -- 1
65052 -- 2 -- 916 -- 0 -- 1280 -- 0.001 -- 0 -- 1
65053 -- 2 -- 1116 -- 0 -- 1241 -- 0.001 -- 0 -- 1
65151 -- 2 -- 925 -- 0 -- 1238 -- 0.003 -- 0 -- 1
65345 -- 2 -- 902 -- 0 -- 1228 -- 0.001 -- 0 -- 1
65409 -- 2 -- 903 -- 0 -- 1237 -- 0.001 -- 0 -- 1
65741 -- 2 -- 920 -- 0 -- 1238 -- 0.002 -- 0 -- 1
66469 -- 2 -- 931 -- 0 -- 1235 -- 0.001 -- 0 -- 1
66481 -- 2 -- 1125 -- 0 -- 1207 -- 0.001 -- 0 -- 1
66849 -- 2 -- 1266 -- 0 -- 1232 -- 0.001 -- 0 -- 1
66850 -- 2 -- 902 -- 0 -- 1234 -- 0.001 -- 0 -- 1
67454 -- 3 -- 1307 -- 0 -- 1240 -- 0.002 -- 0 -- 1
67491 -- 2 -- 910 -- 0 -- 1245 -- 0.001 -- 0 -- 1
69190 -- 2 -- 905 -- 0 -- 1237 -- 0.001 -- 0 -- 1
69264 -- 2 -- 901 -- 0 -- 1252 -- 0.003 -- 0 -- 1
69306 -- 2 -- 1288 -- 0 -- 1223 -- 0.001 -- 0 -- 1
69438 -- 2 -- 1264 -- 0 -- 1247 -- 0.001 -- 0 -- 1
69444 -- 2 -- 918 -- 0 -- 1243 -- 0.001 -- 0 -- 1
69569 -- 2 -- 909 -- 0 -- 1226 -- 0.001 -- 0 -- 1
69948 -- 2 -- 907 -- 0 -- 1232 -- 0.001 -- 0 -- 1
69978 -- 2 -- 904 -- 0 -- 1223 -- 0.001 -- 0 -- 1
70229 -- 2 -- 892 -- 0 -- 1231 -- 0.001 -- 0 -- 1
70407 -- 2 -- 757 -- 0 -- 1234 -- 0.001 -- 0 -- 1
70822 -- 2 -- 1307 -- 0 -- 1230 -- 0.001 -- 0 -- 1
71030 -- 2 -- 925 -- 0 -- 1226 -- 0.002 -- 0 -- 1
71324 -- 2 -- 853 -- 0 -- 1237 -- 0.002 -- 0 -- 1
71359 -- 2 -- 909 -- 0 -- 1230 -- 0.001 -- 0 -- 1
71441 -- 2 -- 1292 -- 0 -- 1222 -- 0.001 -- 0 -- 1
72582 -- 2 -- 909 -- 0 -- 1241 -- 0.001 -- 0 -- 1
72895 -- 2 -- 864 -- 0 -- 1231 -- 0.001 -- 0 -- 1
73052 -- 2 -- 911 -- 0 -- 1238 -- 0.001 -- 0 -- 1
73306 -- 2 -- 870 -- 0 -- 1247 -- 0.003 -- 0 -- 1
73663 -- 2 -- 914 -- 0 -- 1244 -- 0.001 -- 0 -- 1
74082 -- 2 -- 910 -- 0 -- 1252 -- 0.001 -- 0 -- 1
74356 -- 2 -- 913 -- 0 -- 1232 -- 0.001 -- 0 -- 1
74426 -- 2 -- 899 -- 0 -- 1254 -- 0.001 -- 0 -- 1
74624 -- 2 -- 901 -- 0 -- 1229 -- 0.003 -- 0 -- 1
74750 -- 2 -- 910 -- 0 -- 1274 -- 0.001 -- 0 -- 1
75052 -- 2 -- 832 -- 0 -- 1235 -- 0.003 -- 0 -- 1
75220 -- 2 -- 1498 -- 0 -- 1231 -- 0.001 -- 0 -- 1
75438 -- 2 -- 1256 -- 0 -- 1233 -- 0.003 -- 0 -- 1
75587 -- 2 -- 1350 -- 0 -- 1229 -- 0.001 -- 0 -- 1
75737 -- 2 -- 898 -- 0 -- 1245 -- 0.001 -- 0 -- 1
75972 -- 2 -- 921 -- 0 -- 1246 -- 0.001 -- 0 -- 1
76457 -- 2 -- 1294 -- 0 -- 1232 -- 0.003 -- 0 -- 1
77416 -- 2 -- 1120 -- 0 -- 1245 -- 0.003 -- 0 -- 1
77431 -- 2 -- 1239 -- 0 -- 1233 -- 0.003 -- 0 -- 1
78460 -- 2 -- 908 -- 0 -- 1264 -- 0.001 -- 0 -- 1
78821 -- 2 -- 1294 -- 0 -- 1240 -- 0.001 -- 0 -- 1
79042 -- 3 -- 931 -- 0 -- 1271 -- 0.001 -- 0 -- 1
79220 -- 2 -- 1312 -- 0 -- 1247 -- 0.001 -- 0 -- 1
79586 -- 2 -- 902 -- 0 -- 1236 -- 0.003 -- 0 -- 1
79669 -- 2 -- 1312 -- 0 -- 1236 -- 0.001 -- 0 -- 1
79700 -- 2 -- 875 -- 0 -- 1223 -- 0.003 -- 0 -- 1
79958 -- 2 -- 1323 -- 0 -- 1236 -- 0.002 -- 0 -- 1
80018 -- 2 -- 906 -- 0 -- 1226 -- 0.003 -- 0 -- 1
80144 -- 2 -- 901 -- 0 -- 1253 -- 0.001 -- 0 -- 1
80217 -- 3 -- 904 -- 0 -- 1220 -- 0.001 -- 0 -- 1
80386 -- 2 -- 903 -- 0 -- 1242 -- 0.001 -- 0 -- 1
80501 -- 2 -- 901 -- 0 -- 1231 -- 0.001 -- 0 -- 1
80517 -- 3 -- 895 -- 0 -- 1237 -- 0.001 -- 0 -- 1
80541 -- 2 -- 907 -- 0 -- 1243 -- 0.003 -- 0 -- 1
80580 -- 2 -- 922 -- 0 -- 1229 -- 0.001 -- 0 -- 1
80803 -- 2 -- 891 -- 0 -- 1232 -- 0.003 -- 0 -- 1
80869 -- 2 -- 1298 -- 0 -- 1236 -- 0.002 -- 0 -- 1
81231 -- 2 -- 900 -- 0 -- 1229 -- 0.001 -- 0 -- 1
81288 -- 3 -- 910 -- 0 -- 1237 -- 0.003 -- 0 -- 1
81868 -- 2 -- 902 -- 0 -- 1260 -- 0.001 -- 0 -- 1
81990 -- 2 -- 1291 -- 0 -- 1266 -- 0.001 -- 0 -- 1
82021 -- 2 -- 1293 -- 0 -- 1248 -- 0.001 -- 0 -- 1
82153 -- 2 -- 908 -- 0 -- 1229 -- 0.001 -- 0 -- 1
82183 -- 2 -- 913 -- 0 -- 1233 -- 0.001 -- 0 -- 1
82383 -- 3 -- 912 -- 0 -- 1216 -- 0.003 -- 0 -- 1
82391 -- 2 -- 898 -- 0 -- 1245 -- 0.001 -- 0 -- 1
82441 -- 2 -- 1292 -- 0 -- 1237 -- 0.001 -- 0 -- 1
82521 -- 2 -- 906 -- 0 -- 1240 -- 0.002 -- 0 -- 1
82563 -- 2 -- 909 -- 0 -- 1240 -- 0.001 -- 0 -- 1
82585 -- 2 -- 896 -- 0 -- 1219 -- 0.001 -- 0 -- 1
83300 -- 2 -- 913 -- 0 -- 1244 -- 0.001 -- 0 -- 1
83601 -- 2 -- 1262 -- 0 -- 1224 -- 0.001 -- 0 -- 1
83801 -- 2 -- 908 -- 0 -- 1292 -- 0.003 -- 0 -- 1
83931 -- 2 -- 896 -- 0 -- 1224 -- 0.001 -- 0 -- 1
83992 -- 2 -- 1286 -- 0 -- 1260 -- 0.001 -- 0 -- 1
